text,category,is_scam,urgency_score,threat_level
"ALERT: An unauthorized transaction of $8578 was attempted on your account. If this was not you, cancel it now at http://secure-verify-auth2.xyz.",Banking Phishing,1,0.85,CRITICAL
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://usps-delivery-portal.cc to get started.,Fake Job Offer,1,0.988,HIGH
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.086,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at http://usps-delivery-portal.cc to avoid service cancellation.,Subscription Phishing,1,0.988,HIGH
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://secure-verify-auth2.xyz to get started.,Fake Job Offer,1,0.857,CRITICAL
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-808-153-6077,Fake Job Offer,1,0.966,HIGH
Your monthly bank statement for account ending in 5586 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.273,LOW
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 2.46 ETH to 0x124e975 and start earning.,Crypto Investment Scam,1,0.759,HIGH
Your verification code for Google is 389041. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.074,LOW
"Congratulations! You've been whitelisted for the Exclusive Bitcoin Airdrop. Claim your free $5,000 token grant at http://claim-crypto-giveaway.net.",Crypto Investment Scam,1,0.849,CRITICAL
Your monthly bank statement for account ending in 3608 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.134,LOW
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: http://kyc-urgent-support.info,Crypto Investment Scam,1,0.757,CRITICAL
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.133,LOW
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-411-885-9457,Fake Job Offer,1,0.859,HIGH
HR Global Recruiter: You have been shortlisted for Remote Data Entry role paying $65/hr. Pay registration fee $49 at http://kyc-urgent-support.info to get started.,Fake Job Offer,1,0.949,CRITICAL
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.242,LOW
Thanks for reaching out to customer support. Your ticket #86953 has been resolved. Please rate our service.,Legitimate Support,0,0.105,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.064,LOW
Your verification code for Uber is 847410. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.318,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at http://kyc-urgent-support.info to avoid service cancellation.,Subscription Phishing,1,0.758,HIGH
"WINNER! You have won the Germany Mega Millions International Draw of $5,000,000! Call +1-853-298-8955 immediately with code WIN6031 to claim.",Lottery / Prize Fraud,1,0.883,CRITICAL
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_526.",Crypto Investment Scam,1,0.802,HIGH
Your verification code for Microsoft is 620189. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.116,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at https://login-update-online-service.top to avoid service cancellation.,Subscription Phishing,1,0.867,CRITICAL
Part-time Online Job Offer: Earn $300-$800 daily by rating hotels/apps on your phone for 1 hour. No experience required. WhatsApp: +1-275-666-8502,Fake Job Offer,1,0.979,HIGH
Your order #ORD-688376 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.298,LOW
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-604-141-2976 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.751,HIGH
IRS / Tax Notice: A federal warrant is issued for tax evasion. Call +1-813-582-1830 immediately or law enforcement will be dispatched.,Impersonation / Extortion,1,0.787,HIGH
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.216,LOW
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at https://login-update-online-service.top.,Lottery / Prize Fraud,1,0.754,HIGH
Netflix Member Alert: We could not process your latest payment. Update billing details at http://claim-crypto-giveaway.net to avoid service cancellation.,Subscription Phishing,1,0.983,CRITICAL
This is the Chief Financial Officer. I am in an urgent meeting and need you to purchase 5x $100 Apple Gift Cards and email the codes.,Executive Impersonation,1,0.959,CRITICAL
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at http://claim-crypto-giveaway.net.,Lottery / Prize Fraud,1,0.803,CRITICAL
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 8656.,Legitimate Work,0,0.185,LOW
Chase Security: Unusual login from Nigeria. Confirm your identity now at https://bank-security-center.ru to prevent account freeze.,Banking Phishing,1,0.786,HIGH
Thanks for reaching out to customer support. Your ticket #68813 has been resolved. Please rate our service.,Legitimate Support,0,0.231,LOW
State Bank Security: Unusual login from Germany. Confirm your identity now at http://kyc-urgent-support.info to prevent account freeze.,Banking Phishing,1,0.868,CRITICAL
Netflix Member Alert: We could not process your latest payment. Update billing details at https://bank-security-center.ru to avoid service cancellation.,Subscription Phishing,1,0.895,HIGH
Your order #ORD-904258 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.316,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.312,LOW
Your order #ORD-427968 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.19,LOW
Amazon Notification: Your mobile number was selected for an iPhone 15 Pro giveaway. Claim within 10 minutes at https://bank-security-center.ru.,Lottery / Prize Fraud,1,0.869,CRITICAL
Thanks for reaching out to customer support. Your ticket #46379 has been resolved. Please rate our service.,Legitimate Support,0,0.233,LOW
Your verification code for Apple ID is 232130. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.12,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at https://bank-security-center.ru before expiration.",Lottery / Prize Fraud,1,0.842,CRITICAL
Wells Fargo Security: Unusual login from Germany. Confirm your identity now at https://login-update-online-service.top to prevent account freeze.,Banking Phishing,1,0.86,HIGH
Thanks for reaching out to customer support. Your ticket #30422 has been resolved. Please rate our service.,Legitimate Support,0,0.277,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at https://bank-security-center.ru before expiration.",Lottery / Prize Fraud,1,0.914,HIGH
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: https://bank-security-center.ru,Crypto Investment Scam,1,0.8,CRITICAL
Payment received: You paid $42.50 at Trader Joe's using Apple Pay on Aug 25.,Legitimate Transaction,0,0.208,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.213,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.203,LOW
Thanks for reaching out to customer support. Your ticket #49101 has been resolved. Please rate our service.,Legitimate Support,0,0.127,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.166,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.327,LOW
"Hi team, please find the quarterly performance slide deck attached for tomorrow's review meeting.",Legitimate Business,0,0.192,LOW
"Hey, are we still meeting for lunch at the cafeteria around 1:00 PM today?",Legitimate Personal,0,0.335,LOW
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at https://login-update-online-service.top before expiration.",Lottery / Prize Fraud,1,0.872,CRITICAL
State Bank Security: Unusual login from United States. Confirm your identity now at http://claim-crypto-giveaway.net to prevent account freeze.,Banking Phishing,1,0.906,HIGH
Guaranteed 450% return in 48 hours! Join our automated crypto arbitrage pool today. Send 1.8 ETH to 0x50c4ae6 and start earning.,Crypto Investment Scam,1,0.796,HIGH
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_103.",Crypto Investment Scam,1,0.947,HIGH
Netflix Member Alert: We could not process your latest payment. Update billing details at http://kyc-urgent-support.info to avoid service cancellation.,Subscription Phishing,1,0.983,CRITICAL
Tesla & Elon Musk 100M Crypto Giveaway! Send 0.1 BTC to receive 0.5 BTC back immediately: https://bank-security-center.ru,Crypto Investment Scam,1,0.853,CRITICAL
"Walmart Reward: You have a pending voucher worth $1,000. Complete this short survey at http://usps-delivery-portal.cc before expiration.",Lottery / Prize Fraud,1,0.791,HIGH
Your monthly bank statement for account ending in 8291 is now ready to view in the official mobile banking app.,Legitimate Banking,0,0.298,LOW
Package Delivery Failed: USPS tracking #US79588260P is held at terminal due to unpaid duty fees of $2.30. Pay at https://bank-security-center.ru.,Delivery Phishing,1,0.844,HIGH
Thanks for reaching out to customer support. Your ticket #42253 has been resolved. Please rate our service.,Legitimate Support,0,0.072,LOW
URGENT: Your Citibank account has been suspended due to suspicious activity. Verify immediately at https://bank-security-center.ru to avoid permanent deactivation.,Banking Phishing,1,0.936,CRITICAL
Your verification code for Twitter is 538844. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.061,LOW
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_943.",Crypto Investment Scam,1,0.913,CRITICAL
Your verification code for Microsoft is 414842. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.133,LOW
Zoom meeting invitation: Weekly Engineering Sync on Thursday at 3:00 PM EST. Join with meeting ID 4746.,Legitimate Work,0,0.32,LOW
Your order #ORD-622902 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.275,LOW
Here is the updated recipe for the chocolate cake we discussed last weekend. Let me know if you need vanilla extract.,Legitimate Personal,0,0.307,LOW
"Reminder: Your dentist appointment with Dr. Smith is scheduled for tomorrow at 2:30 PM. Reply 1 to confirm, 2 to reschedule.",Legitimate Service,0,0.295,LOW
Thanks for reaching out to customer support. Your ticket #42683 has been resolved. Please rate our service.,Legitimate Support,0,0.1,LOW
Your order #ORD-986092 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.114,LOW
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.22,LOW
Netflix Member Alert: We could not process your latest payment. Update billing details at http://usps-delivery-portal.cc to avoid service cancellation.,Subscription Phishing,1,0.929,HIGH
"ALERT: An unauthorized transaction of $1732 was attempted on your account. If this was not you, cancel it now at https://bank-security-center.ru.",Banking Phishing,1,0.804,HIGH
GitHub: A new security advisory was published for your repository. Check security tab for details.,Legitimate Notification,0,0.16,LOW
"Congratulations! You've been whitelisted for the Exclusive Solana Airdrop. Claim your free $5,000 token grant at http://kyc-urgent-support.info.",Crypto Investment Scam,1,0.988,HIGH
"Invest $200 today and receive $3,500 daily guaranteed passive income! Contact our VIP forex manager on Telegram @CryptoProf_817.",Crypto Investment Scam,1,0.845,CRITICAL
Your order #ORD-508775 has been shipped via FedEx. Expected delivery is Friday by 5:00 PM. Track at official app.,Legitimate E-commerce,0,0.181,LOW
Your verification code for Amazon is 567778. This code will expire in 10 minutes. Do not share it with anyone.,Legitimate OTP,0,0.059,LOW
